stress,l1_angle,edge,ring,tsne,index
1279.2216,214.39386,0.3773828,741.6481,0.31153727,10284
483.1921,114.041664,0.36895972,330.1084,0.22900492,10285
66.31447,58.473225,0.16070083,91.275955,0.14033988,10286
34.489487,31.887903,0.13445863,33.618977,0.08533037,10287
441.5046,130.87143,0.35370436,302.7499,0.2311643,10288
486.01056,116.499756,0.2939187,315.3504,0.2763809,10289
744.8064,164.07904,0.3537216,542.6419,0.29158366,10290
28.882595,35.59925,0.2192379,34.592197,0.09877093,10291
126.627106,56.100628,0.2536726,92.43394,0.14731978,10292
18.696524,36.100655,0.15083829,32.299797,0.09627109,10293
1226.2407,217.34055,0.35618508,877.9294,0.31257296,10294
962.44257,164.04202,0.30632952,620.9599,0.29117566,10295
183.07277,76.17658,0.20109433,155.78046,0.18018627,10296
35.07856,40.714878,0.11777297,42.79541,0.09085129,10297
61.505814,25.158848,0.22393163,63.721447,0.121033765,10298
1165.631,184.93198,0.43308532,726.5048,0.34145862,10299
64.55957,29.37048,0.29086503,53.396343,0.18228823,10300
16.890184,21.244349,0.22813618,15.25393,0.08795422,10301
45.658207,39.83572,0.12972866,52.394104,0.085922785,10302
425.47067,123.77879,0.26623836,335.4425,0.24510714,10303
364.87204,110.38545,0.33161607,228.81882,0.1861774,10304
1008.3308,176.93874,0.30468324,565.3098,0.32661587,10305
617.6074,130.3458,0.2915848,409.63873,0.26350683,10306
179.55257,68.56381,0.24064225,171.37433,0.19924693,10307
353.36267,91.04677,0.27021015,285.77936,0.20211795,10308
48.658123,49.531033,0.17655818,65.82923,0.11004257,10309
1160.7827,188.15953,0.34130347,647.36975,0.29190227,10310
445.82483,134.4693,0.28336567,387.05484,0.23337361,10311
36.891773,48.341877,0.23803538,38.792625,0.09986078,10312
100.71777,45.7399,0.18477379,102.3775,0.15284044,10313
432.00314,128.15605,0.29135016,353.565,0.22656369,10314
74.70186,38.775063,0.1802764,53.488846,0.1286283,10315
190.52048,78.27494,0.25166422,166.90909,0.18202926,10316
353.83292,120.30394,0.3539018,277.20096,0.23811278,10317
17.25853,35.448883,0.14635038,38.430664,0.0841214,10318
55.799286,44.980522,0.110381365,76.79834,0.10367876,10319
566.4319,122.65072,0.22107726,326.6883,0.27406922,10320
1060.5118,186.18576,0.30607474,662.9685,0.30293542,10321
258.41455,78.14149,0.21880399,179.6735,0.18714969,10322
142.8254,72.97856,0.1837104,140.23363,0.19763085,10323
294.41797,107.79979,0.2347618,226.71829,0.22760455,10324
21.56289,20.133268,0.11562835,25.673504,0.092801616,10325
150.24435,72.24628,0.19955388,116.43604,0.14771622,10326
8.568427,28.75043,0.07802413,20.507072,0.0539814,10327
426.99475,117.1418,0.24762475,322.7609,0.2641953,10328
117.207306,67.693665,0.20270796,133.26309,0.1314272,10329
165.76155,65.48233,0.2573679,129.65579,0.16651091,10330
1007.41675,183.79184,0.32281417,645.88477,0.2988702,10331
221.58109,83.86697,0.15993144,183.35742,0.15599872,10332
27.897488,29.113173,0.2587514,33.939384,0.1418117,10333
733.9636,150.72044,0.27175492,588.1106,0.24395804,10334
543.5185,121.797264,0.29792732,403.65717,0.24797882,10335
636.8988,134.16364,0.31921113,444.37726,0.26564324,10336
303.62805,113.21974,0.24060293,259.54288,0.22386761,10337
180.88704,71.32236,0.21840678,170.47916,0.1855234,10338
165.29227,68.93804,0.2196785,146.47054,0.17387483,10339
951.48425,163.86855,0.33792943,601.316,0.34683517,10340
8.713087,33.03961,0.09019771,25.235178,0.064732835,10341
459.18295,124.937256,0.29264566,262.73996,0.22939612,10342
21.778389,29.337805,0.1529621,37.63952,0.078686945,10343
122.52852,64.472755,0.17334501,112.32033,0.12948702,10344
153.89886,63.11336,0.1974339,140.7027,0.1515684,10345
194.57698,88.92303,0.26655507,184.24113,0.19748774,10346
1381.357,201.76848,0.44276103,853.1995,0.34431857,10347
45.153343,42.409363,0.14982095,67.79605,0.109423324,10348
1016.0057,181.80437,0.33044925,730.7244,0.27784702,10349
485.79202,117.11973,0.20551948,356.93008,0.23072435,10350
369.8543,105.18699,0.2188665,294.75677,0.25549462,10351
785.39685,150.81491,0.30063102,424.5101,0.2568167,10352
90.07448,49.472103,0.23668227,84.138115,0.15514213,10353
489.12234,107.00105,0.33007145,315.22186,0.2617391,10354
1057.2495,202.59998,0.33439887,691.0781,0.29897028,10355
231.09047,80.379974,0.19565842,219.4849,0.20727181,10356
843.4507,153.45578,0.3024817,475.05914,0.30988634,10357
892.05054,137.26562,0.25508943,514.2761,0.2795869,10358
39.971348,36.111343,0.15236992,50.67755,0.12756522,10359
484.3454,121.782936,0.3782391,287.47992,0.25278425,10360
81.74968,36.32116,0.17198215,66.2245,0.13232969,10361
52.594154,37.637203,0.144097,67.06147,0.102923885,10362
475.34277,103.395645,0.2919923,336.55414,0.2463005,10363
15.160096,31.172564,0.089739226,35.04473,0.08265762,10364
28.99354,46.353863,0.19515112,38.64353,0.092282295,10365
118.093216,60.16035,0.19044603,111.45795,0.15989047,10366
76.37805,52.912617,0.14611696,51.659164,0.10003969,10367
108.866936,55.14739,0.14360854,107.13301,0.14290605,10368
91.90008,63.002335,0.15115629,100.86698,0.11153658,10369
217.9447,61.16685,0.2408109,153.45767,0.21883923,10370
151.64377,97.76674,0.25437525,161.94934,0.1660738,10371
1309.7504,195.96973,0.42584497,728.25714,0.32448143,10372
209.21594,87.7876,0.17871255,156.60867,0.20605549,10373
138.51181,69.76946,0.17727849,130.31659,0.12329923,10374
39.251785,34.41716,0.08622072,53.429348,0.09359952,10375
565.72974,116.58815,0.28568888,386.57867,0.2818835,10376
189.71024,76.67866,0.22091904,134.48712,0.14837717,10377
380.6338,103.53537,0.2809137,294.86963,0.21788886,10378
450.78568,130.31174,0.22637624,366.0736,0.26763988,10379
172.68321,77.5668,0.19322272,163.17192,0.18940184,10380
977.6037,147.56674,0.34378007,549.0739,0.30822206,10381
125.51189,71.53412,0.21578373,113.37302,0.1347755,10382
138.02722,67.8223,0.24997565,122.26146,0.16705835,10383
672.19977,150.23373,0.2717368,483.6155,0.28800362,10384
461.74573,104.91196,0.3277145,327.887,0.22608049,10385
21.374207,28.284674,0.13202555,26.686228,0.079058856,10386
336.78012,96.54201,0.21798801,242.77277,0.16783954,10387
528.67865,132.22046,0.28262222,466.31998,0.25432885,10388
182.53453,81.17575,0.24820228,173.64323,0.17113657,10389
112.2677,76.791824,0.16142735,122.41927,0.12604466,10390
664.6764,110.2032,0.40531316,380.2405,0.29076025,10391
155.20403,74.67859,0.22537243,140.08179,0.151354,10392
33.51695,23.643396,0.2407222,39.091644,0.10580203,10393
411.54675,107.55335,0.24549247,276.40497,0.24012674,10394
876.04834,133.05362,0.3242363,476.66873,0.28382525,10395
144.40733,66.52806,0.19606037,128.09207,0.16550148,10396
681.8287,139.9635,0.3085125,405.33658,0.25870055,10397
381.98538,99.18915,0.2597166,234.42703,0.22161007,10398
240.10175,86.542946,0.22152972,214.78369,0.17201203,10399
24.990955,29.645525,0.11249136,45.80043,0.09339111,10400
550.0867,125.89526,0.27173275,399.52966,0.22926292,10401
234.10564,76.27891,0.21170929,170.48058,0.16815172,10402
56.15192,37.184105,0.09768502,48.589954,0.10767936,10403
215.09741,92.42796,0.2875584,207.6097,0.18992114,10404
502.5393,129.78201,0.2881405,418.995,0.25971156,10405
1377.4059,168.71936,0.40307206,695.72125,0.35091713,10406
323.2228,66.58113,0.5710756,196.13701,0.23955941,10407
86.95994,48.15733,0.25681314,88.32961,0.14728168,10408
170.09761,82.79845,0.22127186,151.58047,0.16509715,10409
1064.3225,161.26685,0.34557307,560.962,0.34880438,10410
146.9172,54.171104,0.2792965,108.47584,0.16873235,10411
1513.4473,195.89764,0.43661636,871.30945,0.34073684,10412
176.05066,71.41438,0.20932133,181.23318,0.19799852,10413
573.17175,121.26193,0.27138898,331.1889,0.30618125,10414
109.96351,69.83663,0.25121543,96.60694,0.10579099,10415
127.24186,82.803314,0.18521342,153.7856,0.17324655,10416
943.9552,159.82162,0.31303218,509.59586,0.2590534,10417
44.78322,41.489674,0.1428201,58.274387,0.083562806,10418
437.99896,136.20314,0.25649303,313.64282,0.18258758,10419
490.26566,145.48479,0.26700565,434.36707,0.24978489,10420
48.074,58.25546,0.12816006,71.85303,0.12306946,10421
133.3783,72.945915,0.17135863,75.19262,0.1668272,10422
89.02006,67.621124,0.16230497,77.00083,0.1267565,10423
111.26919,78.08426,0.19123222,114.892365,0.13909331,10424
56.679077,56.093506,0.12737931,81.599014,0.09347616,10425
26.15363,19.699818,0.32850692,25.45352,0.111554734,10426
696.8274,119.25554,0.2994191,319.73285,0.2768267,10427
69.93196,40.92639,0.20539023,82.34184,0.121652,10428
179.91846,87.00982,0.2286777,176.61862,0.1703435,10429
13.973514,30.856094,0.0721382,33.124767,0.07784316,10430
470.87833,89.74617,0.26334247,294.8754,0.2598065,10431
26.324495,36.432117,0.18776289,44.45862,0.09039317,10432
165.21014,63.838223,0.25183773,140.52246,0.20223516,10433
889.15063,167.06055,0.29066166,507.17996,0.2818872,10434
376.77722,99.09123,0.23995242,269.23483,0.22025733,10435
151.86443,73.48709,0.1465208,129.45526,0.14201434,10436
448.31,84.99078,0.25832248,269.59927,0.23873171,10437
272.76724,96.79669,0.33113027,243.67049,0.22607058,10438
368.67456,91.961655,0.25688848,268.90314,0.2484695,10439
1026.1089,183.56827,0.31991178,560.96857,0.30162764,10440
535.0716,149.25395,0.264255,347.74857,0.26616514,10441
1119.5999,211.23137,0.36206865,707.57416,0.3022461,10442
355.54413,96.5334,0.20633507,229.28465,0.23835328,10443
23.965761,39.945007,0.15161632,42.429817,0.082487494,10444
695.6206,151.72403,0.32316697,410.72083,0.25731888,10445
316.1012,93.55384,0.2729992,246.18442,0.21739666,10446
16.764376,23.442865,0.20741679,22.827187,0.06969705,10447
389.0197,125.04125,0.30328125,339.74503,0.23049042,10448
196.512,61.36039,0.23318087,172.06015,0.20135617,10449
776.6984,154.98602,0.3400609,524.53125,0.31219497,10450
119.26686,53.76238,0.15005553,90.076866,0.13281786,10451
61.36108,40.759045,0.18762872,69.6804,0.10532461,10452
23.933393,40.53474,0.14203395,42.932034,0.10426711,10453
184.09764,77.02964,0.16775714,177.07053,0.14589956,10454
188.96214,68.50439,0.2687733,147.66628,0.1584959,10455
338.3023,100.81798,0.22409715,214.69263,0.18505119,10456
50.386677,43.355015,0.13897651,65.74524,0.115568206,10457
480.09058,120.95501,0.27701703,332.6869,0.24790591,10458
400.67633,106.89438,0.35041192,247.35017,0.18933013,10459
107.868034,70.69456,0.20986742,125.725174,0.14318575,10460
315.46732,118.467316,0.25864556,275.73694,0.22112219,10461
40.507664,42.546677,0.22240093,51.12194,0.09129342,10462
