stress,l1_angle,edge,ring,tsne,index
257.14468,83.340645,0.92430526,163.65509,0.20763619,10212
55.555725,31.660927,0.4047243,38.507996,0.44717914,10213
190.76103,59.64811,0.7752664,118.43501,0.36265045,10214
592.6025,134.6626,1.0378127,375.78476,0.24187826,10215
274.80804,70.84761,0.9119931,152.22179,0.5551538,10216
680.8921,140.417,0.25342864,408.3336,0.28555834,10217
131.6271,55.52324,0.60703737,93.08842,0.33375332,10218
517.0614,121.78236,1.1226668,287.52774,0.30294678,10219
45.753143,32.79522,0.28497857,49.497154,0.16064167,10220
296.4753,95.94006,0.5616457,231.92508,0.23573701,10221
148.88815,61.334408,0.6256144,114.57106,0.26925194,10222
479.3501,122.886856,0.589285,251.21112,0.17703226,10223
624.8707,95.38888,1.9982238,220.71286,0.4043726,10224
238.43561,91.23666,0.74524426,175.67796,0.23232113,10225
487.18643,94.99541,2.1283736,157.22871,0.39939997,10226
76.57573,44.858215,0.4910962,61.314365,0.29081225,10227
227.39868,64.38977,0.8317215,143.6408,0.22044143,10228
636.27795,92.64433,1.1397034,266.46832,0.2353137,10229
815.3509,131.32458,0.20153323,426.36945,0.26848128,10230
313.88495,104.71069,1.0558733,162.91864,0.22555563,10231
435.28802,165.6337,0.20682655,403.6099,0.21171261,10232
488.9706,129.804,0.1913377,409.50302,0.22616854,10233
501.00955,137.6617,0.6453758,337.64407,0.28246495,10234
224.46246,91.10532,0.27060148,214.51083,0.19024953,10235
195.64305,62.922215,0.83823,121.0817,0.36075112,10236
67.95266,36.806595,0.5136311,44.584286,0.40484288,10237
93.15201,63.67016,0.4512316,86.32685,0.20495383,10238
1212.0804,176.94196,0.7772362,651.3564,0.29654208,10239
601.92896,121.788666,0.2100426,413.22455,0.22302902,10240
478.96182,115.84447,0.16025448,282.25198,0.20452385,10241
250.2273,75.36381,0.873727,141.0509,0.19330785,10242
222.65057,95.3161,0.11923186,212.76538,0.15992554,10243
690.2253,136.3453,0.22787228,503.15814,0.2875637,10244
1086.0767,122.61099,1.0484879,451.3158,0.31156784,10245
630.28296,93.66822,1.2348269,472.72842,0.3621794,10246
668.9783,137.99106,1.732921,263.3249,0.27792817,10247
662.06586,139.88763,0.62618303,415.72617,0.25861296,10248
453.22348,127.60979,0.50754404,324.2494,0.22378646,10249
424.6707,128.09866,0.14656404,311.21957,0.2135828,10250
400.01105,109.955574,0.16820568,344.2989,0.21737757,10251
39.06372,26.02426,0.4841331,29.537998,0.24659646,10252
429.6812,75.808266,1.1743673,205.65767,0.6872147,10253
422.52032,123.87625,0.17882684,381.6782,0.25314313,10254
777.88354,138.1063,0.2267363,487.81192,0.2614836,10255
853.4418,178.3526,0.21891402,629.331,0.27860042,10256
43.33174,44.883858,0.36185804,41.92979,0.18195893,10257
396.36026,92.227295,1.2075081,226.49213,0.44047153,10258
529.0558,114.66923,0.7074272,288.56918,0.25175413,10259
474.23935,107.6895,0.9285684,179.05655,0.21309462,10260
1127.3689,145.83926,1.0075254,483.56964,0.27489805,10261
1742.8633,177.61731,2.8378377,678.3353,0.27815378,10262
275.76794,86.18125,0.77370113,178.51422,0.23443672,10263
421.22488,128.47664,1.2023853,233.66385,0.24544993,10264
172.64615,66.30103,0.7032346,103.05997,0.50975835,10265
1376.417,192.96997,0.6180038,743.9075,0.31890553,10266
431.52765,119.644165,1.3232121,169.3847,0.57922214,10267
405.29425,104.251785,1.3275125,218.73329,0.34088448,10268
191.69006,72.63302,0.55956465,134.61415,0.36975345,10269
386.1241,120.9013,0.84095544,242.13037,0.27426273,10270
377.05078,100.13093,1.4148836,196.40984,0.25783682,10271
308.08966,97.202194,0.8585598,237.66309,0.25863087,10272
198.94225,98.13264,0.31753936,139.21161,0.168176,10273
509.3158,122.63807,1.2018031,267.37823,0.252299,10274
427.75995,70.86061,1.4246588,168.3211,0.5413865,10275
394.73462,111.49228,1.1549021,186.9981,0.57775724,10276
412.93713,107.892586,1.3134257,225.86595,0.37794673,10277
649.6864,144.27017,0.18129647,490.61575,0.24998623,10278
392.4749,107.07787,0.9676602,231.11128,0.27753565,10279
1074.3087,186.42111,0.29396826,722.84424,0.29190996,10280
243.9235,110.9602,0.39120263,170.93553,0.20887686,10281
329.0508,103.551025,1.0022168,172.50136,0.16402431,10282
500.01318,113.382774,1.8413992,157.23987,0.45159903,10283
1022.9061,190.86385,0.25147957,630.8782,0.26708996,10284
438.7766,128.87639,0.591839,281.49908,0.19998576,10285
231.94205,92.39304,0.7084901,170.10791,0.29656827,10286
304.97455,68.20491,1.0109122,146.94498,0.8041227,10287
434.53937,135.27684,0.5098913,288.3632,0.22854601,10288
815.8405,124.98284,1.1444807,373.48212,0.30234015,10289
623.59094,159.54562,0.2610907,487.2719,0.25894773,10290
99.55644,69.22977,0.49945942,72.98477,0.36262113,10291
514.2966,98.65299,1.5364766,203.70259,0.46276563,10292
44.531395,39.618866,0.3343878,46.77154,0.17326425,10293
1109.5514,218.34335,0.26466826,814.1717,0.28908002,10294
773.8844,150.3784,0.21088593,541.33765,0.25797153,10295
399.7995,109.67076,1.0206367,202.16402,0.2766146,10296
162.42401,52.688965,0.6590328,109.018196,0.36146477,10297
264.0849,60.751072,1.0731356,163.53546,0.38555667,10298
948.19324,177.7683,0.28881127,620.51935,0.296653,10299
130.1835,54.9895,0.63721603,92.869316,0.3264833,10300
53.88627,37.54474,0.4723457,35.92388,0.36929375,10301
244.27533,67.52648,0.74560237,140.0741,0.47607502,10302
664.54504,125.62873,1.4102417,362.60016,0.2327362,10303
810.2391,146.96759,1.2598898,250.2451,0.27629125,10304
810.1644,153.41943,0.17749715,474.31384,0.27148637,10305
489.42224,121.373405,0.17058775,352.6446,0.22445086,10306
251.36743,78.83615,0.8305881,177.07028,0.19410533,10307
263.98077,95.13954,0.16081694,246.44191,0.1741825,10308
320.19556,79.7444,1.1108403,235.49881,0.32680327,10309
922.3368,174.48105,0.21579795,554.549,0.24918893,10310
387.05087,133.50038,0.24252123,358.63474,0.22117639,10311
114.729004,50.902657,0.5600948,75.6224,0.4012362,10312
367.50583,108.23593,1.447269,170.96109,0.27290833,10313
345.20944,122.18669,0.22356455,315.96948,0.20829606,10314
363.47647,89.59558,1.1707273,168.55486,0.7015557,10315
396.20682,108.38442,1.1765773,220.59422,0.2769987,10316
522.5627,132.61028,1.0357578,313.03006,0.25589505,10317
44.038704,56.693462,0.25591373,54.331917,0.16758814,10318
356.3909,118.276436,1.2275617,178.42247,0.37013078,10319
771.6592,107.97694,0.8542429,339.02356,0.28711227,10320
878.7167,165.36336,0.19851147,576.5985,0.26226968,10321
488.03033,107.67702,1.3043051,198.10048,0.2691778,10322
492.659,117.39443,1.6326435,238.45364,0.31388795,10323
804.9066,161.90445,1.4180933,326.1811,0.34974313,10324
98.49148,38.572754,0.64089584,57.466434,0.39901918,10325
308.22012,98.78203,0.789155,137.32048,0.26755112,10326
38.00858,47.497154,0.26539612,36.759315,0.25706756,10327
473.82864,124.14661,0.59291893,304.16083,0.23444831,10328
191.00525,82.01866,0.60901445,146.50435,0.17618908,10329
413.31714,132.63551,1.3171813,199.33678,0.29425216,10330
848.53815,166.05392,0.2229149,577.8183,0.26704243,10331
277.52612,82.57066,0.57985413,167.08214,0.1678589,10332
62.242046,44.621193,0.38887122,56.379997,0.23371646,10333
597.69995,149.98311,0.18512169,534.1834,0.21784785,10334
812.8339,138.21587,1.0636736,448.2569,0.28598344,10335
1118.8042,149.30428,1.1018431,538.24713,0.32370147,10336
238.20857,120.761826,0.21366686,222.24084,0.17605321,10337
165.9294,82.20384,0.3312549,153.091,0.1745455,10338
414.7454,102.36248,1.3041348,201.9771,0.2796055,10339
771.5773,150.21094,0.24236158,516.9889,0.30624795,10340
28.617655,31.7428,0.25569218,37.176914,0.12524422,10341
326.8508,140.82605,0.257574,202.24905,0.17569265,10342
91.496086,65.50589,0.4795584,78.6194,0.23711039,10343
248.20679,72.87152,0.9957802,134.50214,0.22702147,10344
390.01898,102.37404,1.3597139,202.00342,0.29262745,10345
442.15015,129.99371,1.1782129,258.3564,0.26792854,10346
1036.5835,192.94798,0.21302563,701.67883,0.2934188,10347
124.13012,61.51398,0.42960432,109.34482,0.2387361,10348
825.5863,170.00157,0.22961316,649.6959,0.24763341,10349
451.23874,142.48001,0.23414172,331.5199,0.21515262,10350
316.24167,110.04303,0.21890363,253.7062,0.2199081,10351
559.24805,128.37953,0.17552443,354.89838,0.21009758,10352
311.72556,89.046875,0.93699986,183.35909,0.41954187,10353
531.40375,109.16606,0.77822554,303.53757,0.25072196,10354
825.86523,180.77663,0.23324339,600.65466,0.26106632,10355
520.8838,110.85922,1.27825,292.55307,0.26038274,10356
723.9122,148.65852,0.20444874,427.7817,0.27825344,10357
757.3512,127.964806,0.14745422,449.67758,0.2425778,10358
170.14323,71.08016,0.79547924,114.62395,0.34131548,10359
546.5679,133.46588,0.6640913,278.53583,0.26458657,10360
409.67438,99.14174,1.2803801,204.72913,0.53916794,10361
251.54149,74.24902,0.8922864,159.7701,0.37014782,10362
607.62286,117.52367,0.65817463,347.43973,0.25736973,10363
47.99958,45.892887,0.32452175,52.93984,0.16245598,10364
108.1613,63.440346,0.5339937,83.8823,0.29218107,10365
438.91046,107.11583,1.6182253,179.76025,0.32565558,10366
524.80237,112.93601,1.8001565,129.33904,0.5557504,10367
363.49036,74.45316,1.4097956,141.0087,0.28764752,10368
282.83426,113.922295,1.0392989,142.00793,0.27450037,10369
452.81137,95.54626,1.2105618,182.99168,0.28755835,10370
328.19022,135.91306,0.92300236,217.49808,0.2403232,10371
1098.2069,185.88464,0.29790205,645.9226,0.2909373,10372
347.76215,99.725334,0.57363296,171.8356,0.25122386,10373
411.21988,104.03363,1.5650162,181.14143,0.25334778,10374
252.23184,84.499016,0.98936427,148.91264,0.40263757,10375
526.2667,128.42345,0.46148196,339.11667,0.2574192,10376
491.1491,112.80665,1.3932799,182.69708,0.27939975,10377
414.28848,117.55434,0.5033723,282.62527,0.21444215,10378
628.7792,150.77983,0.5746828,418.98108,0.30548483,10379
206.36641,95.95528,0.4338219,161.23781,0.2133937,10380
1145.4482,162.35164,0.8719386,557.9177,0.3008309,10381
408.50388,114.422806,1.4321164,171.07251,0.31850475,10382
260.62335,97.9906,0.9138804,152.27014,0.22176869,10383
629.372,148.61913,0.31165856,437.21857,0.25582746,10384
417.98853,115.48429,0.36962768,286.8623,0.19888611,10385
79.30539,40.68093,0.4314346,56.306564,0.34802318,10386
331.12653,112.959045,0.32881236,210.53055,0.16562285,10387
441.68015,132.62651,0.20039238,424.00403,0.22939159,10388
415.48938,121.95267,0.98670375,239.89268,0.24541235,10389
307.97818,111.23017,0.92912066,170.75075,0.2577347,10390
470.63312,99.24722,0.23933294,313.4946,0.24996409,10391
285.3765,103.44958,0.8802252,164.0381,0.23766513,10392
100.814476,52.847218,0.5460881,75.128365,0.32113594,10393
498.53452,109.95926,0.8717718,260.18414,0.23254384,10394
711.621,147.10143,0.20964636,398.45523,0.23486936,10395
303.30945,82.670654,1.2903824,166.35812,0.2346462,10396
856.67566,148.58301,0.57389385,395.90445,0.2726613,10397
788.688,135.25009,1.2393615,273.0616,0.2801482,10398
432.79138,121.88523,1.0158405,247.236,0.21576533,10399
68.63496,55.58805,0.35888198,67.95616,0.19632027,10400
444.6671,124.757095,0.22906616,346.40744,0.1997552,10401
615.4149,118.11188,1.6910712,237.09921,0.31832647,10402
324.70776,65.947495,1.0469056,191.04242,0.59869194,10403
285.81955,102.92139,0.58078665,220.98744,0.21640776,10404
699.1848,162.12509,0.78270465,475.77423,0.28705883,10405
981.1406,144.62228,0.23691005,550.9155,0.2852115,10406
256.71408,82.48108,0.64683145,158.19904,0.20823781,10407
225.4466,84.68802,0.7666996,157.51788,0.3032057,10408
284.03027,90.76717,0.89063746,170.67671,0.19004288,10409
899.7096,154.46983,0.22422451,495.02887,0.31253317,10410
293.32416,97.97918,1.2642059,130.14742,0.26363665,10411
1049.5494,162.576,0.2425735,687.72095,0.28040746,10412
425.01767,113.57043,1.1826507,259.84763,0.25830674,10413
479.2601,105.4656,0.18609309,279.75986,0.2605753,10414
308.92413,116.490974,1.1148624,132.3436,0.29832947,10415
265.01318,97.239075,0.87608355,194.02654,0.21355832,10416
682.29767,145.18742,0.19689915,432.02026,0.21715245,10417
400.78207,91.69493,1.0698315,268.97833,0.45282733,10418
752.5425,137.5781,1.7594824,319.9301,0.19668534,10419
650.46045,167.58601,0.56265354,475.64447,0.27348286,10420
173.43094,74.76761,0.56187177,123.603,0.30141273,10421
574.74445,125.55794,1.2639132,223.4368,0.7750134,10422
431.93164,106.88201,1.2695094,154.01051,0.4218347,10423
319.46225,100.17149,1.101349,159.24416,0.23217335,10424
384.09988,109.882675,1.0036222,225.56926,0.45291403,10425
49.76043,38.840034,0.4187081,40.62421,0.24568759,10426
579.61273,105.67447,0.18933466,276.1102,0.24245775,10427
274.21118,85.11093,0.8413958,175.21104,0.3663837,10428
368.5905,111.334366,1.067157,223.94545,0.23849544,10429
56.622784,42.71912,0.36712566,57.03653,0.19605832,10430
822.1982,120.37057,0.975748,333.74414,0.3213608,10431
81.02973,54.87697,0.4281901,77.01599,0.1971069,10432
262.85907,96.8897,0.74665546,164.44727,0.2725077,10433
722.2752,149.74362,0.19728215,443.08783,0.24670044,10434
298.10492,104.399574,0.19119446,236.3136,0.18881185,10435
261.14804,99.5465,0.6916569,145.45816,0.20204751,10436
319.82742,89.89235,0.18126062,212.74419,0.19361767,10437
257.6423,103.81257,0.31889248,224.23488,0.19862154,10438
275.52725,93.270035,0.1957319,229.81337,0.20815352,10439
865.2434,159.86147,0.21957606,490.55765,0.26580122,10440
453.97986,133.14572,0.19140673,299.96207,0.22957721,10441
1124.3842,192.1449,0.4415795,684.66656,0.28624147,10442
767.0503,123.19751,1.461638,307.96313,0.3284402,10443
54.588074,57.596615,0.28838813,60.34427,0.1910939,10444
780.674,163.87587,0.5853037,429.7828,0.27675965,10445
308.7342,87.88992,0.3671808,229.50027,0.22788925,10446
38.539276,40.991085,0.3424196,35.728245,0.22102416,10447
507.80472,143.27696,0.50874144,370.31592,0.26200235,10448
257.16492,83.904785,0.7530968,176.74315,0.21000303,10449
606.6221,137.71632,0.20575052,451.31912,0.27557066,10450
456.75073,79.52673,1.7761186,152.94562,0.41594514,10451
264.9008,80.4155,0.99877274,167.71718,0.37968752,10452
59.961357,57.198,0.36125687,62.770752,0.18863209,10453
405.25696,126.28544,0.91991866,213.2363,0.23451498,10454
674.66205,123.967125,1.8360205,285.9957,0.3769033,10455
624.88873,114.53093,0.9932619,270.24866,0.25567895,10456
200.71129,74.4596,0.7230126,136.85406,0.35452837,10457
390.17828,126.201004,0.26209834,279.71268,0.20410052,10458
313.2511,114.509,0.25309256,207.02087,0.17072965,10459
339.5944,105.1376,1.1276585,197.16507,0.26776767,10460
471.20935,142.10648,0.72355103,323.5957,0.26050526,10461
166.269,69.83917,0.68569666,109.81957,0.3589516,10462
