index,file,n,m,proc_time,pred_time,gt_stress,pred_stress,spc,mean_deg,max_deg,name,gviz_time
209,data/new_large_graph/lshp1009.mtx,1009,3937,5.431798934936523,0.3201773166656494,6191.47021484375,348717.0625,0.9822450035267668,7.803766105054509,8,lshp1009,1.3609135150909424
210,data/new_large_graph/cage8.mtx,1015,6009,5.846726417541504,0.32438087463378906,121101.421875,616563.0,0.8035862971423845,11.840394088669953,19,cage8,2.5314009189605713
211,data/new_large_graph/circuit204.mtx,1020,4769,5.720054864883423,0.328812837600708,94262.8828125,96267.3125,0.02082149834088284,9.350980392156863,21,circuit204,2.4127626419067383
212,data/new_large_graph/delaunay_n10.mtx,1024,3056,5.545103073120117,0.3186633586883545,74674.171875,506716.46875,0.8526312514388749,5.96875,12,delaunay_n10,2.1468191146850586
213,data/new_large_graph/orsirr_1.mtx,1030,3944,5.631467819213867,0.3859496116638184,79077.0078125,643815.5,0.8771744268156016,7.658252427184466,14,orsirr_1,2.185666799545288
214,data/new_large_graph/stufe.mtx,1036,1868,5.503793954849243,0.37089896202087397,46706.4921875,521395.28125,0.9104201862442536,3.6061776061776074,4,stufe,3.3666982650756836
215,data/new_large_graph/rajat04.mtx,1041,5325,5.685079097747803,0.3742783069610596,119925.953125,216615.78125,0.4463655767231872,10.230547550432275,662,rajat04,4.697045803070068
216,data/new_large_graph/radfr1.mtx,1048,12944,6.824826717376709,0.3792424201965332,79750.75,80415.828125,0.008270487794594229,24.702290076335878,54,radfr1,2.544743537902832
217,data/new_large_graph/msc01050.mtx,1050,15103,6.607687711715697,0.4033346176147461,109155.4375,435502.71875,0.74935762097352,28.767619047619053,129,msc01050,4.965112209320068
218,data/new_large_graph/can_1054.mtx,1054,6625,6.258784532546997,0.38408875465393066,47906.734375,729585.875,0.9343370862614356,12.571157495256164,36,can_1054,2.0568556785583496
219,data/new_large_graph/can_1072.mtx,1072,6758,6.357258558273315,0.4066197872161865,80147.15625,82592.03125,0.02960182675008372,12.60820895522388,36,can_1072,5.768852710723877
220,data/new_large_graph/mice_10NN.mtx,1077,6742,6.667187213897705,0.4096238613128662,102041.921875,108834.1875,0.06240930153496115,12.51996285979573,22,mice_10NN,4.437489032745361
221,data/new_large_graph/cnae9_10NN.mtx,1080,9139,6.9202611446380615,0.4250316619873047,126445.7578125,157259.0625,0.19593977095914586,16.924074074074074,221,cnae9_10NN,4.244078874588013
222,data/new_large_graph/bcsstk09.mtx,1083,9760,6.9436681270599365,0.4142506122589111,17953.5703125,630409.625,0.9715207864846608,18.02400738688827,24,bcsstk09,2.4377522468566895
223,data/new_large_graph/jagmesh3.mtx,1089,4225,6.3812406063079825,0.4570629596710205,2467.97998046875,405885.1875,0.993919512077615,7.759412304866849,8,jagmesh3,2.5502591133117676
224,data/new_large_graph/b_dyn.mtx,1089,4233,6.140070199966433,0.4576108455657959,164351.984375,169447.375,0.0300706377127412,7.774104683195594,19,b_dyn,5.112894773483276
225,data/new_large_graph/b2_ss.mtx,1089,4197,6.169465780258179,0.4731054306030274,173218.234375,172062.34375,-0.006673030868664861,7.707988980716253,19,b2_ss,4.980896949768066
226,data/new_large_graph/GD96_a.mtx,1096,1677,5.923842906951902,0.4655640125274658,137185.125,439726.375,0.6880216134408585,3.06021897810219,111,GD96_a,9.1356680393219
227,data/new_large_graph/gre_1107.mtx,1107,5664,6.93585205078125,0.471717119216919,67252.4765625,448653.59375,0.8501015538505312,10.233062330623307,13,gre_1107,2.954669713973999
228,data/new_large_graph/email.mtx,1133,5451,7.015624761581421,0.5097088813781738,170098.25,492448.125,0.6545864602489856,9.622241835834073,71,email,6.883874416351318
229,data/new_large_graph/jagmesh7.mtx,1138,4294,7.170565605163574,0.5014057159423828,64554.4921875,410517.59375,0.8427485370412336,7.546572934973638,8,jagmesh7,2.527543544769287
230,data/new_large_graph/1138_bus.mtx,1138,2596,6.7209765911102295,0.5031130313873291,80513.078125,424229.46875,0.8102133772973544,4.562390158172232,19,1138_bus,7.218437194824219
231,data/new_large_graph/jagmesh8.mtx,1141,4303,7.284961700439452,0.5187816619873047,6106.9521484375,435564.1875,0.9859792142611874,7.542506573181419,8,jagmesh8,1.697700023651123
232,data/new_large_graph/jagmesh5.mtx,1180,4465,7.851199150085449,0.5976190567016602,8473.380859375,561131.25,0.9848994671756828,7.567796610169491,8,jagmesh5,4.827868461608887
233,data/new_large_graph/S20PI_n.mtx,1182,1683,7.586908102035522,0.5975542068481445,61964.1640625,622254.0,0.9004198220300713,2.8477157360406093,12,S20PI_n,6.809267997741699
234,data/new_large_graph/M20PI_n.mtx,1182,1683,7.423573732376099,0.6154868602752686,61964.1640625,622681.75,0.9004882284369182,2.8477157360406093,12,M20PI_n,6.74919056892395
235,data/new_large_graph/Goodwin_010.mtx,1182,18124,8.955970048904417,0.5978338718414307,35835.68359375,56210.97265625,0.3624788559895967,30.66666666666667,63,Goodwin_010,4.1710638999938965
